Store,DayOfWeek,Date,Sales,Customers,Open,Promo,StateHoliday,SchoolHoliday
262,6,2015-04-11,16903,3256,1,0,0,0
562,6,2015-04-11,13918,2642,1,0,0,0
817,6,2015-04-11,12578,2000,1,0,0,0
1114,6,2015-04-11,23411,3742,1,0,0,0
251,5,2015-04-10,16374,2353,1,0,0,1
262,5,2015-04-10,18324,3281,1,0,0,0
562,5,2015-04-10,16414,3212,1,0,0,1
817,5,2015-04-10,17770,2725,1,0,0,1
1114,5,2015-04-10,21944,3692,1,0,0,0
251,4,2015-04-09,16998,2396,1,0,0,1
262,4,2015-04-09,16999,3064,1,0,0,0
562,4,2015-04-09,15151,2983,1,0,0,1
817,4,2015-04-09,19580,2860,1,0,0,1
1114,4,2015-04-09,21391,3677,1,0,0,0
251,3,2015-04-08,18202,2435,1,0,0,1
262,3,2015-04-08,19130,3144,1,0,0,0
562,3,2015-04-08,16881,3107,1,0,0,1
817,3,2015-04-08,19265,2740,1,0,0,1
1114,3,2015-04-08,22146,3574,1,0,0,0
251,2,2015-04-07,19895,2626,1,0,0,1
262,2,2015-04-07,18938,3375,1,0,0,0
562,2,2015-04-07,17430,3127,1,0,0,1
817,2,2015-04-07,20980,2890,1,0,0,1
1114,2,2015-04-07,25405,3718,1,0,0,0
251,1,2015-04-06,0,0,0,0,b,1
262,1,2015-04-06,33655,5152,1,0,b,0
562,1,2015-04-06,20025,3552,1,0,b,1
817,1,2015-04-06,0,0,0,0,b,1
1114,1,2015-04-06,0,0,0,0,b,0
251,7,2015-04-05,0,0,0,0,0,0
262,7,2015-04-05,28086,4207,1,0,0,0
562,7,2015-04-05,17177,2978,1,0,0,1
817,7,2015-04-05,0,0,0,0,0,0
1114,7,2015-04-05,0,0,0,0,0,0
251,6,2015-04-04,25133,3085,1,0,0,0
262,6,2015-04-04,21933,3458,1,0,0,0
562,6,2015-04-04,17465,3182,1,0,0,1
817,6,2015-04-04,17202,2330,1,0,0,0
1114,6,2015-04-04,31683,4308,1,0,0,0
251,5,2015-04-03,0,0,0,1,b,1
262,5,2015-04-03,38722,5132,1,1,b,0
562,5,2015-04-03,22413,3511,1,1,b,1
817,5,2015-04-03,0,0,0,1,b,1
1114,5,2015-04-03,0,0,0,1,b,0
251,4,2015-04-02,26695,3000,1,1,0,1
262,4,2015-04-02,30012,4277,1,1,0,0
562,4,2015-04-02,24903,3821,1,1,0,1
817,4,2015-04-02,26833,3173,1,1,0,1
1114,4,2015-04-02,31803,4016,1,1,0,0
251,3,2015-04-01,24583,2757,1,1,0,1
262,3,2015-04-01,26738,3596,1,1,0,0
562,3,2015-04-01,22896,3239,1,1,0,1
817,3,2015-04-01,27057,3265,1,1,0,1
1114,3,2015-04-01,28446,3558,1,1,0,0
251,2,2015-03-31,24636,2523,1,1,0,1
262,2,2015-03-31,26517,3627,1,1,0,0
562,2,2015-03-31,21045,3134,1,1,0,1
817,2,2015-03-31,24361,2923,1,1,0,1
1114,2,2015-03-31,26614,3133,1,1,0,0
251,1,2015-03-30,26712,2759,1,1,0,1
262,1,2015-03-30,23922,3385,1,1,0,0
562,1,2015-03-30,23107,3294,1,1,0,1
817,1,2015-03-30,26301,3224,1,1,0,1
1114,1,2015-03-30,27332,3287,1,1,0,0
251,7,2015-03-29,0,0,0,0,0,0
262,7,2015-03-29,21140,3493,1,0,0,0
562,7,2015-03-29,16958,2797,1,0,0,1
817,7,2015-03-29,0,0,0,0,0,0
1114,7,2015-03-29,0,0,0,0,0,0
251,6,2015-03-28,19202,2479,1,0,0,0
262,6,2015-03-28,16179,2973,1,0,0,0
562,6,2015-03-28,14422,2680,1,0,0,1
817,6,2015-03-28,14921,2082,1,0,0,0
1114,6,2015-03-28,22223,3551,1,0,0,0
251,5,2015-03-27,16697,2149,1,0,0,0
262,5,2015-03-27,19148,3366,1,0,0,0
562,5,2015-03-27,17476,3245,1,0,0,1
817,5,2015-03-27,18171,2654,1,0,0,0
1114,5,2015-03-27,19508,3110,1,0,0,0
251,4,2015-03-26,17128,2255,1,0,0,0
262,4,2015-03-26,17519,2794,1,0,0,0
562,4,2015-03-26,16172,2824,1,0,0,1
817,4,2015-03-26,19145,2802,1,0,0,0
1114,4,2015-03-26,18149,2841,1,0,0,0
251,3,2015-03-25,16195,2216,1,0,0,0
262,3,2015-03-25,15086,2674,1,0,0,0
562,3,2015-03-25,16321,3009,1,0,0,1
817,3,2015-03-25,18033,2717,1,0,0,0
1114,3,2015-03-25,17638,2922,1,0,0,0
251,2,2015-03-24,16433,2249,1,0,0,0
262,2,2015-03-24,14951,2657,1,0,0,0
562,2,2015-03-24,15985,2858,1,0,0,0
817,2,2015-03-24,18084,2719,1,0,0,0
1114,2,2015-03-24,17102,2822,1,0,0,0
251,1,2015-03-23,17035,2332,1,0,0,0
262,1,2015-03-23,15888,2841,1,0,0,0
562,1,2015-03-23,16963,3001,1,0,0,0
817,1,2015-03-23,19616,2813,1,0,0,0
1114,1,2015-03-23,18398,2855,1,0,0,0
251,7,2015-03-22,0,0,0,0,0,0
262,7,2015-03-22,27301,4120,1,0,0,0
562,7,2015-03-22,20904,3221,1,0,0,0
817,7,2015-03-22,0,0,0,0,0,0
1114,7,2015-03-22,0,0,0,0,0,0
251,6,2015-03-21,17659,2271,1,0,0,0
262,6,2015-03-21,16498,2884,1,0,0,0
562,6,2015-03-21,13565,2620,1,0,0,0
817,6,2015-03-21,11543,1654,1,0,0,0
1114,6,2015-03-21,19977,3181,1,0,0,0
251,5,2015-03-20,18722,2365,1,1,0,0
262,5,2015-03-20,19779,3322,1,1,0,0
562,5,2015-03-20,20623,3435,1,1,0,0
817,5,2015-03-20,19842,2820,1,1,0,0
1114,5,2015-03-20,21010,3061,1,1,0,0
251,4,2015-03-19,19932,2499,1,1,0,0
262,4,2015-03-19,17551,2986,1,1,0,0
562,4,2015-03-19,17794,3120,1,1,0,0
817,4,2015-03-19,21487,2973,1,1,0,0
1114,4,2015-03-19,20313,3124,1,1,0,0
251,3,2015-03-18,19790,2562,1,1,0,0
262,3,2015-03-18,18473,2984,1,1,0,0
562,3,2015-03-18,18245,3104,1,1,0,0
817,3,2015-03-18,20383,2920,1,1,0,0
1114,3,2015-03-18,21877,3122,1,1,0,0
251,2,2015-03-17,21126,2655,1,1,0,0
262,2,2015-03-17,19416,2979,1,1,0,0
562,2,2015-03-17,17988,3129,1,1,0,0
817,2,2015-03-17,21524,2942,1,1,0,0
1114,2,2015-03-17,22692,3187,1,1,0,0
251,1,2015-03-16,24561,2836,1,1,0,0
262,1,2015-03-16,19841,3177,1,1,0,0
562,1,2015-03-16,21094,3343,1,1,0,0
817,1,2015-03-16,23672,3138,1,1,0,0
1114,1,2015-03-16,23571,3220,1,1,0,0
251,7,2015-03-15,0,0,0,0,0,0
262,7,2015-03-15,28339,4282,1,0,0,0
562,7,2015-03-15,20933,3343,1,0,0,0
817,7,2015-03-15,0,0,0,0,0,0
1114,7,2015-03-15,0,0,0,0,0,0
251,6,2015-03-14,17607,2180,1,0,0,0
262,6,2015-03-14,17133,2941,1,0,0,0
562,6,2015-03-14,13786,2796,1,0,0,0
817,6,2015-03-14,13062,1794,1,0,0,0
1114,6,2015-03-14,20533,3230,1,0,0,0
251,5,2015-03-13,17211,2234,1,0,0,0
262,5,2015-03-13,18566,3114,1,0,0,1
562,5,2015-03-13,17321,3242,1,0,0,0
817,5,2015-03-13,16904,2538,1,0,0,0
1114,5,2015-03-13,19188,2894,1,0,0,1
251,4,2015-03-12,16881,2310,1,0,0,0
262,4,2015-03-12,15685,2674,1,0,0,1
562,4,2015-03-12,17204,2941,1,0,0,0
817,4,2015-03-12,18611,2667,1,0,0,0
1114,4,2015-03-12,18536,2946,1,0,0,1
251,3,2015-03-11,16523,2279,1,0,0,0
262,3,2015-03-11,15289,2587,1,0,0,1
562,3,2015-03-11,16842,2928,1,0,0,0
817,3,2015-03-11,18039,2625,1,0,0,0
1114,3,2015-03-11,17916,2950,1,0,0,1
251,2,2015-03-10,16779,2245,1,0,0,0
262,2,2015-03-10,14652,2553,1,0,0,1
562,2,2015-03-10,17329,2936,1,0,0,0
817,2,2015-03-10,18356,2661,1,0,0,0
1114,2,2015-03-10,17612,2837,1,0,0,1
251,1,2015-03-09,17266,2387,1,0,0,0
262,1,2015-03-09,17233,2876,1,0,0,1
562,1,2015-03-09,18229,3051,1,0,0,0
817,1,2015-03-09,17311,2714,1,0,0,0
1114,1,2015-03-09,18516,3011,1,0,0,1
251,7,2015-03-08,0,0,0,0,0,0
262,7,2015-03-08,28230,4668,1,0,0,0
562,7,2015-03-08,18637,3309,1,0,0,0
817,7,2015-03-08,0,0,0,0,0,0
1114,7,2015-03-08,0,0,0,0,0,0
251,6,2015-03-07,19124,2517,1,0,0,0
262,6,2015-03-07,16052,3054,1,0,0,0
562,6,2015-03-07,14055,2743,1,0,0,0
817,6,2015-03-07,13079,1939,1,0,0,0
1114,6,2015-03-07,22913,3773,1,0,0,0
251,5,2015-03-06,19573,2421,1,1,0,0
262,5,2015-03-06,21371,3461,1,1,0,1
562,5,2015-03-06,19201,3348,1,1,0,0
817,5,2015-03-06,20649,2732,1,1,0,0
1114,5,2015-03-06,22368,3208,1,1,0,1
251,4,2015-03-05,20959,2530,1,1,0,0
262,4,2015-03-05,19875,2980,1,1,0,1
562,4,2015-03-05,19416,3129,1,1,0,0
817,4,2015-03-05,21282,2861,1,1,0,0
1114,4,2015-03-05,22182,3121,1,1,0,1
251,3,2015-03-04,19008,2393,1,1,0,0
262,3,2015-03-04,19625,3012,1,1,0,1
562,3,2015-03-04,19001,3118,1,1,0,0
817,3,2015-03-04,21293,2846,1,1,0,0
1114,3,2015-03-04,20828,2780,1,1,0,1
251,2,2015-03-03,22511,2550,1,1,0,0
262,2,2015-03-03,19842,2927,1,1,0,1
562,2,2015-03-03,20272,3263,1,1,0,0
817,2,2015-03-03,24297,3124,1,1,0,0
1114,2,2015-03-03,21634,2999,1,1,0,1
251,1,2015-03-02,24866,2857,1,1,0,0
262,1,2015-03-02,23082,3320,1,1,0,1
562,1,2015-03-02,21755,3351,1,1,0,0
817,1,2015-03-02,24530,3071,1,1,0,0
1114,1,2015-03-02,24181,3259,1,1,0,1
251,7,2015-03-01,0,0,0,0,0,0
262,7,2015-03-01,30629,4512,1,0,0,0
562,7,2015-03-01,20835,3363,1,0,0,0
817,7,2015-03-01,0,0,0,0,0,0
1114,7,2015-03-01,0,0,0,0,0,0
251,6,2015-02-28,20774,2553,1,0,0,0
262,6,2015-02-28,18971,3158,1,0,0,0
562,6,2015-02-28,14668,2738,1,0,0,0
817,6,2015-02-28,13587,1869,1,0,0,0
1114,6,2015-02-28,25246,3836,1,0,0,0
251,5,2015-02-27,17580,2236,1,0,0,0
262,5,2015-02-27,21481,3497,1,0,0,0
562,5,2015-02-27,20324,3429,1,0,0,0
817,5,2015-02-27,18179,2637,1,0,0,0
1114,5,2015-02-27,19502,2974,1,0,0,0
251,4,2015-02-26,17626,2331,1,0,0,0
262,4,2015-02-26,17124,2705,1,0,0,0
562,4,2015-02-26,15956,2840,1,0,0,0
817,4,2015-02-26,17333,2624,1,0,0,0
1114,4,2015-02-26,18205,2757,1,0,0,0
251,3,2015-02-25,16085,2205,1,0,0,0
262,3,2015-02-25,15198,2708,1,0,0,0
562,3,2015-02-25,16080,2896,1,0,0,0
817,3,2015-02-25,17369,2666,1,0,0,0
1114,3,2015-02-25,16915,2712,1,0,0,0
251,2,2015-02-24,15824,2151,1,0,0,0
262,2,2015-02-24,16061,2737,1,0,0,0
562,2,2015-02-24,15181,2859,1,0,0,0
817,2,2015-02-24,18209,2710,1,0,0,0
1114,2,2015-02-24,17505,2585,1,0,0,0
251,1,2015-02-23,14801,1970,1,0,0,0
262,1,2015-02-23,16364,2830,1,0,0,0
562,1,2015-02-23,15518,2881,1,0,0,0
817,1,2015-02-23,17605,2649,1,0,0,0
1114,1,2015-02-23,16453,2655,1,0,0,0
251,7,2015-02-22,0,0,0,0,0,0
262,7,2015-02-22,27090,4260,1,0,0,0
562,7,2015-02-22,18868,3182,1,0,0,0
817,7,2015-02-22,0,0,0,0,0,0
1114,7,2015-02-22,0,0,0,0,0,0
251,6,2015-02-21,16518,2185,1,0,0,0
262,6,2015-02-21,16591,2933,1,0,0,0
562,6,2015-02-21,14292,2619,1,0,0,0
817,6,2015-02-21,12273,1807,1,0,0,0
1114,6,2015-02-21,19742,3107,1,0,0,0
251,5,2015-02-20,17035,2292,1,1,0,0
262,5,2015-02-20,21267,3450,1,1,0,0
562,5,2015-02-20,19002,3390,1,1,0,0
817,5,2015-02-20,19850,2764,1,1,0,0
1114,5,2015-02-20,20401,3019,1,1,0,0
251,4,2015-02-19,19374,2432,1,1,0,0
262,4,2015-02-19,18784,2894,1,1,0,0
562,4,2015-02-19,18073,3166,1,1,0,0
817,4,2015-02-19,20422,2856,1,1,0,0
1114,4,2015-02-19,21093,2968,1,1,0,0
251,3,2015-02-18,19761,2433,1,1,0,0
262,3,2015-02-18,18617,2875,1,1,0,0
562,3,2015-02-18,18419,3132,1,1,0,0
817,3,2015-02-18,19701,2794,1,1,0,0
1114,3,2015-02-18,20231,2907,1,1,0,0
251,2,2015-02-17,20306,2458,1,1,0,0
262,2,2015-02-17,19075,2842,1,1,0,0
562,2,2015-02-17,18814,3069,1,1,0,0
817,2,2015-02-17,22111,2924,1,1,0,0
1114,2,2015-02-17,22051,2968,1,1,0,0
251,1,2015-02-16,25000,2864,1,1,0,0
262,1,2015-02-16,20480,3054,1,1,0,0
562,1,2015-02-16,20603,3242,1,1,0,0
817,1,2015-02-16,23566,3010,1,1,0,0
1114,1,2015-02-16,22513,2989,1,1,0,0
251,7,2015-02-15,0,0,0,0,0,0
262,7,2015-02-15,28798,4362,1,0,0,0
562,7,2015-02-15,20445,3268,1,0,0,0
817,7,2015-02-15,0,0,0,0,0,0
1114,7,2015-02-15,0,0,0,0,0,0
251,6,2015-02-14,18889,2461,1,0,0,0
262,6,2015-02-14,17140,3082,1,0,0,0
562,6,2015-02-14,14046,2943,1,0,0,0
817,6,2015-02-14,14495,2147,1,0,0,0
1114,6,2015-02-14,22305,3799,1,0,0,0
251,5,2015-02-13,17870,2341,1,0,0,0
262,5,2015-02-13,19294,3411,1,0,0,0
562,5,2015-02-13,18678,3374,1,0,0,0
817,5,2015-02-13,18708,2738,1,0,0,0
1114,5,2015-02-13,20569,3166,1,0,0,0
251,4,2015-02-12,16182,2179,1,0,0,0
262,4,2015-02-12,16435,2764,1,0,0,0
562,4,2015-02-12,16530,2915,1,0,0,0
817,4,2015-02-12,19574,2951,1,0,0,0
1114,4,2015-02-12,17855,2765,1,0,0,0
251,3,2015-02-11,16706,2280,1,0,0,0
262,3,2015-02-11,15338,2750,1,0,0,0
562,3,2015-02-11,16379,2862,1,0,0,0
817,3,2015-02-11,19231,2890,1,0,0,0
1114,3,2015-02-11,16605,2736,1,0,0,0
251,2,2015-02-10,16538,2236,1,0,0,0
262,2,2015-02-10,15697,2674,1,0,0,0
562,2,2015-02-10,15947,2883,1,0,0,0
817,2,2015-02-10,20233,2977,1,0,0,0
1114,2,2015-02-10,17814,2873,1,0,0,0
251,1,2015-02-09,16162,2165,1,0,0,0
262,1,2015-02-09,16713,2972,1,0,0,0
562,1,2015-02-09,17150,3072,1,0,0,0
817,1,2015-02-09,20634,2994,1,0,0,0
1114,1,2015-02-09,18268,2807,1,0,0,0
251,7,2015-02-08,0,0,0,0,0,0
262,7,2015-02-08,29876,4228,1,0,0,0
562,7,2015-02-08,20984,3576,1,0,0,0
817,7,2015-02-08,0,0,0,0,0,0
1114,7,2015-02-08,0,0,0,0,0,0
251,6,2015-02-07,19746,2421,1,0,0,0
262,6,2015-02-07,17356,3048,1,0,0,0
562,6,2015-02-07,15011,2698,1,0,0,0
817,6,2015-02-07,12608,1801,1,0,0,0
1114,6,2015-02-07,21598,3354,1,0,0,0
251,5,2015-02-06,20313,2445,1,1,0,0
262,5,2015-02-06,21317,3393,1,1,0,0
562,5,2015-02-06,20548,3467,1,1,0,0
817,5,2015-02-06,19151,2675,1,1,0,1
1114,5,2015-02-06,23231,3269,1,1,0,0
251,4,2015-02-05,18702,2379,1,1,0,0
262,4,2015-02-05,18583,3031,1,1,0,0
562,4,2015-02-05,18354,3197,1,1,0,0
817,4,2015-02-05,20977,2948,1,1,0,1
1114,4,2015-02-05,19697,2889,1,1,0,0
251,3,2015-02-04,20891,2559,1,1,0,0
262,3,2015-02-04,19366,2993,1,1,0,0
562,3,2015-02-04,18840,3228,1,1,0,0
817,3,2015-02-04,20452,2927,1,1,0,1
1114,3,2015-02-04,20220,2855,1,1,0,0
251,2,2015-02-03,22452,2636,1,1,0,0
262,2,2015-02-03,19825,3133,1,1,0,0
562,2,2015-02-03,20057,3231,1,1,0,1
817,2,2015-02-03,22139,2987,1,1,0,1
1114,2,2015-02-03,21276,3027,1,1,0,0
251,1,2015-02-02,25589,2847,1,1,0,0
262,1,2015-02-02,21338,3396,1,1,0,0
562,1,2015-02-02,22153,3513,1,1,0,1
817,1,2015-02-02,24894,3197,1,1,0,1
1114,1,2015-02-02,24070,3508,1,1,0,0
251,7,2015-02-01,0,0,0,0,0,0
262,7,2015-02-01,30525,4306,1,0,0,0
562,7,2015-02-01,21821,3489,1,0,0,0
817,7,2015-02-01,0,0,0,0,0,0
1114,7,2015-02-01,0,0,0,0,0,0
251,6,2015-01-31,20099,2394,1,0,0,0
262,6,2015-01-31,18412,3061,1,0,0,0
562,6,2015-01-31,15197,2703,1,0,0,0
817,6,2015-01-31,13026,1878,1,0,0,0
1114,6,2015-01-31,22402,3560,1,0,0,0
251,5,2015-01-30,18748,2168,1,1,0,0
262,5,2015-01-30,23982,3592,1,1,0,0
562,5,2015-01-30,23248,3708,1,1,0,0
817,5,2015-01-30,20883,2887,1,1,0,0
1114,5,2015-01-30,24489,3338,1,1,0,0
251,4,2015-01-29,18212,2235,1,1,0,0
262,4,2015-01-29,19944,3065,1,1,0,0
562,4,2015-01-29,19776,3214,1,1,0,0
817,4,2015-01-29,22102,3038,1,1,0,0
1114,4,2015-01-29,21026,2917,1,1,0,0
251,3,2015-01-28,18790,2241,1,1,0,0
262,3,2015-01-28,18425,2838,1,1,0,0
562,3,2015-01-28,19231,3085,1,1,0,0
817,3,2015-01-28,21931,2946,1,1,0,0
1114,3,2015-01-28,18171,2641,1,1,0,0
251,2,2015-01-27,20006,2501,1,1,0,0
262,2,2015-01-27,18875,2962,1,1,0,0
562,2,2015-01-27,18047,2986,1,1,0,0
817,2,2015-01-27,22552,3011,1,1,0,0
1114,2,2015-01-27,20598,2892,1,1,0,0
251,1,2015-01-26,20676,2441,1,1,0,0
262,1,2015-01-26,18328,2928,1,1,0,0
562,1,2015-01-26,21243,3407,1,1,0,0
817,1,2015-01-26,21887,3038,1,1,0,0
1114,1,2015-01-26,18688,2611,1,1,0,0
251,7,2015-01-25,0,0,0,0,0,0
262,7,2015-01-25,26094,3849,1,0,0,0
562,7,2015-01-25,19361,3070,1,0,0,0
817,7,2015-01-25,0,0,0,0,0,0
1114,7,2015-01-25,0,0,0,0,0,0
251,6,2015-01-24,14945,1934,1,0,0,0
262,6,2015-01-24,15728,2772,1,0,0,0
562,6,2015-01-24,13137,2494,1,0,0,0
817,6,2015-01-24,11985,1743,1,0,0,0
1114,6,2015-01-24,18629,2896,1,0,0,0
251,5,2015-01-23,15429,2070,1,0,0,0
262,5,2015-01-23,17550,2975,1,0,0,0
562,5,2015-01-23,18149,3236,1,0,0,0
817,5,2015-01-23,17185,2452,1,0,0,0
1114,5,2015-01-23,17313,2593,1,0,0,0
251,4,2015-01-22,15416,2156,1,0,0,0
262,4,2015-01-22,16267,2723,1,0,0,0
562,4,2015-01-22,15362,2828,1,0,0,0
817,4,2015-01-22,18117,2715,1,0,0,0
1114,4,2015-01-22,15425,2397,1,0,0,0
251,3,2015-01-21,15624,2128,1,0,0,0
262,3,2015-01-21,14289,2497,1,0,0,0
562,3,2015-01-21,16129,2900,1,0,0,0
817,3,2015-01-21,16981,2667,1,0,0,0
1114,3,2015-01-21,14678,2234,1,0,0,0
251,2,2015-01-20,14908,2068,1,0,0,0
262,2,2015-01-20,15559,2619,1,0,0,0
562,2,2015-01-20,15659,2898,1,0,0,0
817,2,2015-01-20,18484,2801,1,0,0,0
1114,2,2015-01-20,15155,2406,1,0,0,0
251,1,2015-01-19,15903,2301,1,0,0,0
262,1,2015-01-19,16291,2730,1,0,0,0
562,1,2015-01-19,16830,3126,1,0,0,0
817,1,2015-01-19,18913,2839,1,0,0,0
1114,1,2015-01-19,15892,2505,1,0,0,0
251,7,2015-01-18,0,0,0,0,0,0
262,7,2015-01-18,25818,3899,1,0,0,0
562,7,2015-01-18,18076,2921,1,0,0,0
817,7,2015-01-18,0,0,0,0,0,0
1114,7,2015-01-18,0,0,0,0,0,0
251,6,2015-01-17,19201,2507,1,0,0,0
262,6,2015-01-17,15065,2759,1,0,0,0
562,6,2015-01-17,12811,2566,1,0,0,0
817,6,2015-01-17,13200,1897,1,0,0,0
1114,6,2015-01-17,20821,3370,1,0,0,0
251,5,2015-01-16,19744,2433,1,1,0,0
262,5,2015-01-16,18929,3177,1,1,0,0
562,5,2015-01-16,19477,3316,1,1,0,0
817,5,2015-01-16,20263,2799,1,1,0,0
1114,5,2015-01-16,20458,3029,1,1,0,0
251,4,2015-01-15,19632,2374,1,1,0,0
262,4,2015-01-15,19769,2866,1,1,0,0
562,4,2015-01-15,19153,3118,1,1,0,0
817,4,2015-01-15,20851,2903,1,1,0,0
1114,4,2015-01-15,17115,2531,1,1,0,0
251,3,2015-01-14,18980,2303,1,1,0,0
262,3,2015-01-14,18911,2838,1,1,0,0
562,3,2015-01-14,19041,3126,1,1,0,0
817,3,2015-01-14,21206,3043,1,1,0,0
1114,3,2015-01-14,18209,2603,1,1,0,0
251,2,2015-01-13,19754,2409,1,1,0,0
262,2,2015-01-13,18856,2955,1,1,0,0
562,2,2015-01-13,18682,3084,1,1,0,0
817,2,2015-01-13,21924,3046,1,1,0,0
1114,2,2015-01-13,17658,2463,1,1,0,0
251,1,2015-01-12,22106,2539,1,1,0,0
262,1,2015-01-12,18992,2941,1,1,0,0
562,1,2015-01-12,21880,3461,1,1,0,0
817,1,2015-01-12,23898,3268,1,1,0,0
1114,1,2015-01-12,19257,2718,1,1,0,0
251,7,2015-01-11,0,0,0,0,0,0
262,7,2015-01-11,24457,3601,1,0,0,0
562,7,2015-01-11,17683,2788,1,0,0,0
817,7,2015-01-11,0,0,0,0,0,0
1114,7,2015-01-11,0,0,0,0,0,0
251,6,2015-01-10,16535,1997,1,0,0,0
262,6,2015-01-10,14057,2462,1,0,0,0
562,6,2015-01-10,14080,2578,1,0,0,0
817,6,2015-01-10,10310,1681,1,0,0,0
1114,6,2015-01-10,17137,2625,1,0,0,0
251,5,2015-01-09,17088,2185,1,1,0,0
262,5,2015-01-09,18705,3153,1,1,0,0
562,5,2015-01-09,18421,3182,1,1,0,0
817,5,2015-01-09,18174,2597,1,1,0,0
1114,5,2015-01-09,13613,2076,1,1,0,0
251,4,2015-01-08,16425,2014,1,1,0,0
262,4,2015-01-08,17544,2850,1,1,0,0
562,4,2015-01-08,17672,2913,1,1,0,0
817,4,2015-01-08,19052,2685,1,1,0,0
1114,4,2015-01-08,15667,2341,1,1,0,0
251,3,2015-01-07,19412,2312,1,1,0,0
262,3,2015-01-07,16582,2640,1,1,0,0
562,3,2015-01-07,18878,3038,1,1,0,0
817,3,2015-01-07,20704,2886,1,1,0,0
1114,3,2015-01-07,17860,2727,1,1,0,0
251,2,2015-01-06,22840,2769,1,1,0,1
262,2,2015-01-06,17713,2887,1,1,0,1
562,2,2015-01-06,20120,3109,1,1,0,0
817,2,2015-01-06,23307,3079,1,1,0,0
1114,2,2015-01-06,19051,2851,1,1,0,1
251,1,2015-01-05,24591,2855,1,1,0,1
262,1,2015-01-05,19144,3166,1,1,0,1
562,1,2015-01-05,22143,3365,1,1,0,1
817,1,2015-01-05,24867,3279,1,1,0,0
1114,1,2015-01-05,21350,3273,1,1,0,1
251,7,2015-01-04,0,0,0,0,0,0
262,7,2015-01-04,22058,3527,1,0,0,0
562,7,2015-01-04,19170,2968,1,0,0,0
817,7,2015-01-04,0,0,0,0,0,0
1114,7,2015-01-04,0,0,0,0,0,0
251,6,2015-01-03,15906,2129,1,0,0,0
262,6,2015-01-03,16657,2823,1,0,0,0
562,6,2015-01-03,12829,2247,1,0,0,0
817,6,2015-01-03,14621,1978,1,0,0,0
1114,6,2015-01-03,20267,3043,1,0,0,0
251,5,2015-01-02,19185,2394,1,0,0,1
262,5,2015-01-02,17216,2993,1,0,0,1
562,5,2015-01-02,14531,2541,1,0,0,1
817,5,2015-01-02,18370,2509,1,0,0,1
1114,5,2015-01-02,22588,3514,1,0,0,1
251,4,2015-01-01,0,0,0,0,a,1
262,4,2015-01-01,20581,3166,1,0,a,1
562,4,2015-01-01,10552,1919,1,0,a,1
817,4,2015-01-01,0,0,0,0,a,1
1114,4,2015-01-01,0,0,0,0,a,1
251,3,2014-12-31,8373,1022,1,0,0,1
262,3,2014-12-31,22902,3241,1,0,0,1
562,3,2014-12-31,16420,2327,1,0,0,1
817,3,2014-12-31,6979,876,1,0,0,1
1114,3,2014-12-31,10987,1366,1,0,0,1
251,2,2014-12-30,22531,2906,1,0,0,1
262,2,2014-12-30,21829,3510,1,0,0,1
562,2,2014-12-30,18524,2924,1,0,0,1
817,2,2014-12-30,19825,2666,1,0,0,1
1114,2,2014-12-30,26311,3896,1,0,0,1
251,1,2014-12-29,22523,3039,1,0,0,1
262,1,2014-12-29,20254,3371,1,0,0,1
562,1,2014-12-29,16894,2748,1,0,0,1
817,1,2014-12-29,20363,2652,1,0,0,1
1114,1,2014-12-29,27566,4102,1,0,0,1
251,7,2014-12-28,0,0,0,0,0,0
262,7,2014-12-28,30493,4271,1,0,0,0
562,7,2014-12-28,18218,2823,1,0,0,1
817,7,2014-12-28,0,0,0,0,0,0
1114,7,2014-12-28,0,0,0,0,0,0
251,6,2014-12-27,22103,2976,1,0,0,0
262,6,2014-12-27,20005,3236,1,0,0,0
562,6,2014-12-27,14904,2566,1,0,0,1
817,6,2014-12-27,14928,2029,1,0,0,0
1114,6,2014-12-27,23710,3469,1,0,0,0
251,5,2014-12-26,0,0,0,0,c,1
262,5,2014-12-26,32169,4468,1,0,c,1
562,5,2014-12-26,16961,2667,1,0,c,1
817,5,2014-12-26,0,0,0,0,c,1
1114,5,2014-12-26,0,0,0,0,c,1
251,4,2014-12-25,0,0,0,0,c,1
262,4,2014-12-25,26756,3600,1,0,c,1
562,4,2014-12-25,14166,2086,1,0,c,1
817,4,2014-12-25,0,0,0,0,c,1
1114,4,2014-12-25,0,0,0,0,c,1
251,3,2014-12-24,8853,1122,1,0,0,1
262,3,2014-12-24,18177,2391,1,0,0,1
562,3,2014-12-24,12655,1756,1,0,0,1
817,3,2014-12-24,6052,738,1,0,0,1
1114,3,2014-12-24,8999,1160,1,0,0,1
251,2,2014-12-23,31930,4180,1,0,0,1
262,2,2014-12-23,26646,3937,1,0,0,1
562,2,2014-12-23,24353,3618,1,0,0,1
817,2,2014-12-23,26157,3240,1,0,0,1
1114,2,2014-12-23,30393,4042,1,0,0,1
251,1,2014-12-22,33984,4264,1,0,0,1
262,1,2014-12-22,27522,4102,1,0,0,1
562,1,2014-12-22,25402,3718,1,0,0,1
817,1,2014-12-22,28666,3642,1,0,0,1
1114,1,2014-12-22,30114,4324,1,0,0,1
251,7,2014-12-21,0,0,0,0,0,0
262,7,2014-12-21,37122,4962,1,0,0,0
562,7,2014-12-21,26380,3673,1,0,0,0
817,7,2014-12-21,0,0,0,0,0,0
